OBJECTID,CJRTRACTBLOCK,CNT_CJRTRACTBLOCK,SHAPE_Length,SHAPE_Area
718,8200 2002,2,447.741299,11724.27464
719,8200 2001,1,422.620454,10997.531393
723,6202 1020,1,568.642866,18612.049073
730,5900 2018,1,521.068322,16916.94661
732,5800 1062,1,147.963402,1343.363013
733,5900 2017,1,282.686699,3224.065037
734,6202 1013,2,621.626351,24155.257147
735,8302 1016,1,538.944674,17630.781165
736,8100 2005,1,540.389535,16737.895642
739,8200 2007,1,559.467602,19168.747948
740,8100 2004,1,556.070834,18151.612895
741,8200 2003,1,438.072559,10398.674129
742,8302 1017,1,625.804031,19898.947566
743,5800 1063,1,418.812846,9165.611122
744,5900 2021,1,1098.730637,62614.203079
745,8200 2008,1,767.704365,35902.652674
746,6202 1071,1,706.901938,30806.537496
748,6202 1091,1,703.385134,29890.447228
749,6202 1012,1,159.354752,1188.347782
751,8301 2012,1,584.988462,20268.716858
754,5900 2014,3,669.641537,10878.667594
755,6202 1010,5,1030.203239,67894.609149
756,5900 2019,7,1590.770375,82950.29418
759,6500 2013,3,157.245041,952.10237
760,6001 1020,3,217.01265,2063.020104
761,7000 2002,1,370.517646,7925.426744
762,6001 1017,2,440.41071,5306.722147
763,7000 2010,1,438.741526,11887.970366
764,7000 3000,1,579.107058,18025.376071
766,6500 2010,1,269.674051,2780.414792
767,6100 1010,1,559.891614,15610.213359
768,7000 2003,1,451.510446,12478.302945
769,6001 1000,3,830.392072,37117.300307
770,6900 3005,1,348.13316,6919.518962
775,7000 2009,1,269.31114,2675.094906
776,7000 2004,1,171.482914,1708.877294
777,6500 2009,1,502.184009,15853.281186
778,6500 2002,1,418.629865,10843.219259
779,6500 2001,1,414.992885,10780.961437
780,6500 2000,1,572.91626,15805.349202
785,4400 2017,1,507.563215,14654.484619
804,4400 2000,1,396.180428,9159.575363
821,3500 2007,1,478.242789,12869.359893
846,3200 1005,1,681.562521,20951.495646
858,2400 5002,1,243.350678,2686.646628
859,2400 5001,1,494.36727,14964.416959
860,2400 4005,1,332.833678,5817.812512
865,2400 4007,1,478.063746,11647.7999
871,2400 4003,1,522.890082,17558.213961
878,2400 3006,1,537.321502,17796.624909
883,2400 3002,1,537.215537,17826.555941
901,8500 2004,1,119.564827,615.273088
902,8500 3014,1,344.853381,5224.276029
905,8410 1008,1,389.439345,7794.149193
906,4700 3005,1,527.033484,13820.123351
907,8500 1007,1,359.288048,6274.086715
908,8500 3009,1,454.111661,12451.124936
909,8500 3008,1,454.333205,12443.252268
910,8500 1008,1,62.750513,168.306741
911,8500 2001,1,665.420337,26683.983683
912,8500 3010,1,524.314644,17145.615968
913,8500 2000,1,458.506956,13494.767899
915,4802 2006,1,565.321008,18048.137643
916,4802 2007,1,270.301422,3941.463006
917,4802 1008,1,157.553904,899.678676
918,8500 1000,1,188.091173,1933.126272
919,8500 1006,1,544.19762,14673.591063
920,4700 3000,1,826.560917,40750.438278
921,8600 1016,1,763.816623,29323.843927
922,8500 1001,1,393.465292,9296.630258
924,4700 3003,2,648.452491,17667.915471
925,4700 3002,2,702.455471,19905.750254
926,8500 1005,1,521.990703,12530.172831
927,8500 1002,1,519.93565,15293.426741
928,4700 3001,2,833.181676,29782.312882
930,8500 3006,1,610.042068,19636.821432
931,8500 3007,1,609.172885,19586.855451
932,8600 1012,1,500.209391,5627.237283
933,8600 1011,1,812.399301,40426.40996
934,4700 2002,1,711.12192,17931.239612
935,8500 3005,1,551.75428,13421.133017
936,4802 2004,1,495.346416,13816.188607
937,8500 3011,1,554.417445,13699.280457
938,8500 3012,1,651.912281,24668.254742
939,4802 1006,1,743.277954,32093.09366
940,8600 1010,1,764.549468,29215.342119
941,4802 2005,1,677.506908,28668.213241
942,4700 2001,1,396.70774,9787.210447
943,4700 2000,1,943.538432,30411.429823
944,4802 1005,1,305.843299,5495.132531
945,4600 2009,1,192.181129,1352.750696
946,4802 1004,1,155.367377,1426.884654
947,8500 1003,1,518.980654,13555.636695
948,4700 1002,1,630.684552,22857.231256
949,8500 1004,1,306.808827,4246.59545
950,4700 1001,1,300.721891,4473.100021
952,8600 1009,1,718.405436,24446.378441
953,4802 1007,1,655.765539,21339.136986
954,4802 1003,1,214.350265,1577.620227
955,4600 2008,1,414.854554,10684.369355
956,8500 3000,1,387.016381,8897.509417
958,8500 3001,1,485.566055,13626.724402
959,8500 3002,1,611.341601,22544.748782
960,4700 1000,1,822.909192,34715.203959
961,6500 2014,4,574.498532,15711.868125
962,6500 2004,1,486.731838,14752.330715
963,6500 2003,1,485.387214,14669.586043
965,7000 2005,1,330.899861,5225.571998
966,7000 2006,1,264.053318,2430.636444
967,6001 1016,1,636.777275,20747.842986
1,4100 1000,2,2004.313206,66555.765264
2,1302 2000,3,4282.681111,441154.201099
5,100 2000,4,1974.722687,81398.103148
6,4100 3007,1,1921.43835,89019.748433
273,6202 1139,5,584.438899,6442.184748
277,6202 1993,5,3438.318323,215159.623448
290,6201 1998,2,871.383183,24428.825958
291,6202 1998,2,677.278207,21357.216776
300,6201 1020,6,312.485122,4993.539342
301,6201 1019,5,305.589626,5089.863354
371,6202 1154,2,910.765592,8860.911434
388,6202 1991,2,1612.365178,99007.738109
390,6202 1155,2,320.049833,2565.996076
391,6202 1149,1,4623.822362,922595.934528
393,6202 1992,3,1352.135042,22172.35838
395,6202 1142,3,121.101583,786.294538
398,6202 1143,3,572.289258,6219.414926
417,6202 1145,3,483.486983,5672.337097
419,6202 1144,9,1084.090092,20409.300318
424,6202 1146,4,1820.034036,179298.148484
425,6202 1141,1,362.017219,4460.645493
426,6202 1140,2,918.544426,20421.110836
430,6202 1147,1,506.635615,7367.812502
442,6201 1022,2,908.536754,52004.34257
446,6201 1023,2,193.883413,1106.936288
447,6202 1138,4,517.506184,7991.049944
448,6201 1999,2,2106.889358,121008.772694
449,6202 1135,2,159.660837,1084.788251
451,6202 1136,2,206.443406,1945.035494
452,6201 1021,9,1973.543162,78967.365798
454,6201 1018,4,786.999206,25104.162539
455,6201 1017,2,544.063541,13945.335202
456,6201 1016,1,235.619605,1758.883734
460,6201 1015,1,620.62128,18914.205767
468,6202 1133,4,352.231967,3375.426707
469,6202 1132,6,243.290081,1916.713341
470,6202 1134,3,1670.519568,83564.921189
482,6202 1137,15,1518.053966,71084.471301
486,6202 1118,1,427.919925,8913.665675
487,6202 1119,8,1377.016739,92706.138945
488,6201 1008,3,630.601129,20191.918214
493,6201 1010,14,1030.872987,41164.955097
494,6201 1009,4,625.190648,19149.392857
495,6201 1006,2,947.488728,48555.156641
496,6202 1128,5,532.701832,8937.377522
517,6201 1012,1,485.471924,11767.359716
519,6201 1005,1,480.429756,14361.121623
520,6201 1004,2,627.830355,22468.370841
543,6202 1156,2,3236.729587,85959.377931
544,6201 1013,2,696.874686,30313.559319
552,6202 1130,1,1415.326907,45467.218819
553,6202 1997,3,2898.711962,408917.062899
554,6202 1129,1,840.870026,10583.366341
564,6201 1002,9,808.683989,22782.790837
566,6201 1001,5,1195.092146,77080.445501
567,6201 1000,1,640.340019,25132.250115
568,6201 1003,1,1023.844221,59151.092885
588,6202 1124,1,528.125442,9624.113984
589,6202 1126,2,854.540244,26359.370623
590,6202 1125,1,718.505297,10137.321751
591,6202 1127,3,1100.874525,55314.285165
593,6202 1996,1,704.215023,25578.761436
594,6202 1123,1,415.827742,3624.85061
596,6202 1120,3,958.072361,12201.258479
597,6202 1122,1,148.00258,577.161402
603,6202 1995,2,4879.760083,992996.243851
604,6202 1117,2,541.014573,17979.34305
606,6202 1115,11,5186.069019,217434.130831
607,6202 1047,2,911.039339,39820.80326
609,6202 1160,17,4474.339266,390229.479248
622,6202 1046,1,499.800619,14278.791437
625,6202 1121,4,387.276049,3893.378577
626,6202 1048,3,1333.39659,74861.794779
633,6202 1114,1,247.339721,2159.863666
635,6202 1044,1,136.886274,1429.74976
636,6202 1045,1,288.572928,4123.975514
649,6202 1116,4,2255.482514,257183.789083
652,6202 1041,1,538.162449,14781.406406
653,6202 1040,1,1080.616245,68304.241971
654,6202 1023,3,1483.164683,99165.780273
673,6202 1043,1,288.258398,3595.722125
698,6202 1024,2,1071.940002,62822.803697
700,6202 1038,1,661.356692,27478.921291
701,6202 1039,2,1038.350106,61769.168121
702,6202 1042,2,2460.148085,248679.974827
705,6202 1166,2,2113.67126,183427.390454
706,6202 1167,1,716.723315,27390.930723
709,6202 1093,1,173.493895,1074.225095
711,6202 1099,1,263.073418,2700.239586
715,6202 1112,13,1760.320726,131093.332516
720,6202 1113,5,1514.509101,26135.456799
721,6202 1094,1,608.182488,15857.529534
722,6202 1098,1,607.377787,15708.786919
724,6202 1164,1,688.500767,29415.31345
725,6202 1163,1,535.443589,17332.45475
726,6202 1165,1,614.591405,23510.717249
727,6202 1100,1,546.952497,16285.182999
728,5702 1013,2,427.118617,7383.879375
729,5702 1012,1,669.648623,28703.070348
747,6202 1101,1,590.509609,21527.327208
750,6202 1110,6,747.219625,16022.669534
752,6202 1111,8,862.004089,30458.963436
753,6202 1092,1,824.619716,40300.825612
757,6202 1025,1,966.857534,54595.279929
758,6202 1097,1,938.27568,34716.142577
765,6202 1131,8,381.080053,4758.05204
774,6201 1011,2,382.42332,8002.078824
781,4201 2007,1,605.364864,18410.291006
782,4400 2019,1,214.713238,679.348463
783,4201 2006,1,279.037523,3248.692478
784,4201 1006,1,523.121083,14080.832409
786,4400 2016,1,506.613036,14615.587893
787,4400 2013,1,440.138573,8349.711397
788,4400 2015,1,531.837525,14719.759468
789,4400 2012,1,344.901883,5646.266161
790,4400 2011,1,510.263414,14909.443767
791,4400 2009,1,733.261617,33232.094661
792,4400 2010,2,596.292877,21974.382028
793,4300 2004,1,613.103645,18419.070691
794,4300 2003,1,506.357892,14004.826787
795,4201 1004,1,465.581443,12163.679139
796,4201 1005,1,210.18387,1851.11843
797,4202 1003,1,470.720604,12574.79009
798,4201 2005,1,737.104597,23765.427655
799,4202 1005,1,157.461468,957.071765
800,4400 2014,1,98.552526,359.5765
801,4400 2008,1,563.370029,16011.628124
802,4300 2002,1,500.047921,13560.170259
803,4201 2004,1,710.157002,21858.623735
805,4202 1004,1,505.443717,13055.859509
806,4400 2001,1,466.006968,12764.733191
807,4400 2002,1,650.108899,23884.749083
808,4400 2003,1,307.614796,3460.376581
809,4400 2004,1,488.151914,14429.363383
810,4400 2006,2,583.128197,21185.28911
811,4300 2000,1,656.120837,26821.835069
812,4400 2005,1,497.807106,14336.559038
813,4400 2007,1,561.931508,16009.714837
814,4201 1003,1,477.478658,9773.179666
815,4300 2001,1,426.533959,8650.597489
816,4300 1007,1,499.026147,13427.633669
817,4201 1002,2,581.286984,17415.870446
818,3800 2006,1,105.439204,438.293585
819,4201 2003,1,693.972966,21450.106271
820,4201 2002,2,572.639278,12831.192632
822,3500 2008,1,382.056901,8634.342529
823,3800 2005,1,349.411176,7230.989589
824,4400 1013,1,436.203313,10736.62352
825,4400 1014,1,428.51151,11185.340414
826,4400 1015,1,428.819663,11237.552779
827,4400 1016,1,514.138567,16460.634117
828,4400 1017,1,651.743012,24976.784711
829,4300 1005,2,528.37221,15777.618516
830,4300 1006,1,694.409649,27692.860547
831,4300 1004,1,362.330322,5304.257795
832,4201 1001,1,589.454351,21101.95923
833,4201 2001,1,456.268932,10221.41258
834,4400 1012,1,460.317394,11227.232079
835,4201 2000,1,251.291749,2662.40329
836,4400 1011,1,378.245786,8364.333708
837,4300 1002,1,333.67623,4378.638861
838,4201 1000,1,515.41713,13673.448813
839,4400 1010,1,332.934563,5932.776393
840,4400 1009,1,419.057468,10769.776792
841,3100 1001,1,526.250181,16087.356861
842,2900 1000,1,428.646965,6619.575369
843,2900 2003,1,485.179249,13056.738264
844,2801 1008,1,498.006837,10301.184593
845,2801 1006,1,530.44119,12365.778143
847,2900 1001,1,805.871364,26249.286646
848,2900 1002,1,502.341146,15263.764743
849,2801 1007,1,507.472327,12218.697195
850,2801 1005,1,430.953294,10780.441242
851,2900 2002,1,493.998308,12927.175576
852,2900 1003,1,564.386423,18454.35948
853,2502 2002,1,430.823721,10368.827454
854,2502 3007,1,762.112969,31195.312709
855,2502 2001,1,516.680852,15495.508166
856,2502 2000,1,691.147315,26987.648667
857,2400 5003,1,479.558667,14632.15574
861,2502 1004,1,790.55906,31448.456152
862,2502 1005,1,566.373264,18425.858524
863,2502 3006,1,760.863708,30939.446529
864,2400 4008,1,517.740715,16522.00755
866,2502 1002,1,702.672605,26387.414029
867,2502 3005,1,760.65525,30972.749307
868,2502 1003,1,607.023333,20725.430268
869,2400 4010,1,155.232546,961.727986
870,2400 4009,1,538.04041,17895.782745
872,2502 1001,1,838.640187,34575.298411
873,2502 3001,1,544.942023,17143.681655
874,2502 3000,1,759.702841,30938.245386
875,2502 1000,1,421.983094,9731.331406
876,2400 3005,1,299.325467,3484.29265
877,2400 3004,1,534.01604,17666.221162
879,2501 1011,1,138.97337,866.213475
880,2400 2012,1,213.569262,1994.467511
881,2400 2013,1,289.911755,3668.238999
882,2400 3003,1,536.840549,17788.412025
884,2501 3013,2,449.617243,8218.759622
885,2501 1012,1,419.726983,9232.533411
886,2501 1009,1,225.574042,2148.972814
887,2501 3010,1,529.099837,17845.02788
888,2400 2011,1,374.410274,8052.34474
889,2400 2010,1,331.855982,4293.01648
890,2501 1010,1,1260.150864,88359.691382
891,2501 1008,1,384.729701,8395.467196
892,2501 1013,1,573.523882,17631.118348
893,2501 3009,1,546.692496,18358.759763
894,2501 1007,2,1165.901443,82390.890498
895,2400 2006,1,413.560654,10362.036861
896,2400 2007,1,484.184276,13223.055152
897,2400 2008,1,337.591309,4530.176672
898,501 1010,1,188.929762,1454.417684
899,4001 1003,1,632.574252,23707.658242
900,4001 3003,1,439.332512,12394.357299
964,6201 1007,14,1285.04798,55543.908232
989,6202 1994,7,3752.631441,382290.634411
624,6202 1161,1,1173.896578,36605.691721
628,6202 1159,3,965.346038,19311.82654
648,6202 1158,1,523.683338,14489.855311
650,6202 1157,1,1410.833462,29342.612519
988,6202 1162,5,1293.97071,39988.547177
994,1002 2004,2,609.607594,19727.727573
995,600 4013,2,426.308989,9674.911585
996,600 4012,1,101.38116,503.754205
997,600 4010,1,622.006147,22583.14232
998,600 4001,1,621.577642,22561.203067
999,600 4011,1,541.980167,16717.968003
1000,901 7009,2,1254.527203,84927.227965
7,4100 3021,1,0,0
1022,400 2017,1,534.00306,16310.537673
1025,400 2020,1,202.828709,1115.316533
1039,501 2000,1,1455.977328,123021.032162
1041,1302 1003,4,5337.723702,413180.063822
1042,6202 1109,1,568.164304,5482.226935
1045,100 5001,1,449.242859,12148.533689
1046,100 5000,1,452.408194,12390.383204
1047,100 2005,1,597.096577,21337.562581
1054,5600 2006,2,657.587106,15280.34339
1055,5600 2003,4,754.669111,16716.694353
1056,5600 2005,5,601.537235,14344.373005
1057,5600 2004,6,763.178417,21980.048042
1061,100 4020,3,514.435322,14798.101293
1064,100 4019,1,519.776662,14419.760052
1070,100 4026,1,222.123458,3356.272684
1080,100 4012,2,423.932093,10835.059604
1081,100 4011,2,457.646114,12435.248948
1082,100 4023,3,431.547944,6668.1664
1090,100 4010,1,370.125069,8584.354418
1091,100 4009,1,376.989216,8714.165627
1099,100 4006,1,711.004641,31646.743892
1100,100 4007,1,353.671021,7809.998613
1101,100 4008,1,358.576852,8020.622571
1103,100 2009,1,388.983451,9454.620757
1105,100 4002,1,535.592477,16090.12286
1106,100 4001,1,366.641633,8413.873092
1107,100 4000,1,370.049115,8546.044426
1108,100 2008,1,401.970415,10054.343245
1116,100 5009,1,535.332443,16091.753624
1117,100 5010,1,366.097949,8375.694103
1118,100 5013,1,369.868555,8543.586197
1119,100 2007,1,401.952216,10000.947685
1128,100 5004,1,554.733936,16640.037367
1129,100 5011,1,366.36234,8417.060843
1130,100 5012,1,369.200122,8506.780774
1131,100 2006,1,425.335844,10458.399741
1132,100 2002,1,353.800069,8169.151152
1139,100 5003,1,392.19749,7596.614313
1141,100 2003,1,301.983648,4938.385604
1150,100 1008,1,423.838423,10032.318484
1154,100 1006,1,631.195826,20525.167133
1155,100 1007,1,629.926578,20617.117636
1163,100 1005,1,455.773373,11949.847903
1179,502 3008,1,109.790273,665.517115
1279,6202 1108,2,1366.590417,76464.101667
1281,5600 2007,2,1135.821519,61767.493647
1282,5600 2009,6,240.23984,3474.504313
1283,100 4027,2,263.401929,1337.1502
1284,100 4030,5,1426.73696,64230.841746
1285,5600 1011,6,342.216254,5808.482306
1286,100 4021,5,470.207475,10963.046711
1287,5500 3014,2,391.048447,8886.108675
1288,100 4024,1,211.979699,1752.476456
1290,5500 2006,2,230.370134,2961.483498
1294,100 2001,1,507.637655,5741.43597
1314,4100 3006,1,928.972664,33589.295074
1315,4100 3011,2,1436.567261,26090.916911
1319,4100 1009,1,613.84286,11869.391514
1324,400 2018,3,746.45822,28731.354055
1328,400 2019,2,521.762427,7651.702664
1347,400 2002,2,973.05928,28164.086779
1348,400 2000,1,1084.328991,35051.897542
1349,400 2001,1,682.0895,20843.991735
1355,400 2003,1,753.016344,24273.801368
1387,502 3007,1,1424.253587,80102.689179
1406,502 3001,1,752.382695,26726.861756
1409,502 3003,2,787.61097,29793.225402
1415,502 3004,1,1503.030177,99397.484543
1424,502 4004,1,995.823591,30122.749781
1431,502 4003,1,529.636513,13061.282787
1439,502 4002,2,1065.664082,55372.046805
1454,502 4000,1,1228.797457,46531.599712
1478,1302 2008,1,852.290671,33313.408952
1489,1302 2007,3,2424.138743,135234.18264
1490,1302 2003,1,436.71145,5666.78132
1491,600 2000,1,692.871056,26859.364242
1505,1302 2001,1,513.558566,8095.763594
1506,1302 1007,1,726.306539,10589.168979
1508,1302 1011,1,553.27642,5725.148518
1510,1302 1009,1,825.363846,34910.132545
1512,1302 1006,1,271.911673,3738.073061
1517,1302 1005,2,1413.65395,70858.546339
1519,100 4025,2,209.590598,1394.840229
1532,400 2021,1,609.832057,23400.636172
1536,502 3005,1,375.501585,3832.556673
1538,502 4001,1,471.772096,12241.698315
1545,600 2001,2,1096.048126,49654.936703
1547,4100 1008,4,1141.308419,16193.070374
1548,501 2003,2,2473.857646,152781.015446
1559,100 1000,2,4185.196786,575436.027859
1561,5600 2008,2,2392.631261,109193.84269
1567,5600 1005,9,744.296442,33268.759218
1568,100 4022,3,707.570006,14897.25592
1570,4100 3010,4,2194.238141,49532.117807
1001,1002 2001,1,148.84743,916.35264
1002,1002 2002,2,934.252518,44780.146002
1003,600 4002,1,571.424328,17677.220298
1004,600 4008,1,743.307679,24724.558734
1005,600 4006,1,473.579781,12884.419748
1006,600 4007,1,313.581669,5114.963092
1007,1200 4014,1,692.212376,22346.728394
1008,901 7017,1,442.982743,10591.275485
1009,901 1007,1,447.226764,9947.64995
1010,901 1006,1,424.457139,11235.328682
1011,1002 1004,1,390.906482,6744.988565
1012,901 1004,1,640.970524,19857.611603
1013,1200 4013,1,216.05408,1580.698234
1014,1200 4012,1,592.99434,18380.15791
1015,1200 4016,1,559.860337,17057.677838
1016,1200 4017,1,600.475709,18872.492531
1017,1002 1003,1,865.331554,32158.526656
1018,1200 4018,1,305.526082,5223.33692
1019,300 1002,3,1288.406391,74400.121807
1020,801 4005,1,455.760826,12570.14451
1021,300 1001,1,437.840624,11929.045574
1023,801 5017,1,611.028341,22157.480203
1024,801 5012,1,538.377081,17860.107338
1026,300 4007,1,505.334656,12144.330411
1027,300 4009,1,523.214045,14496.464467
1028,300 5006,1,484.310108,12509.904293
1029,300 4011,1,484.014292,12489.474343
1030,300 5005,1,506.426862,14307.542183
1031,300 4006,1,620.936246,17730.791146
1032,400 2014,1,526.262707,11087.930132
1033,801 5010,1,1614.82445,86258.945742
1034,702 3001,1,901.973145,43666.328596
1035,801 5011,1,1249.300655,30434.720262
1036,801 5005,1,1132.445679,37991.497595
1037,702 5000,2,718.308727,30085.592095
1038,801 2020,1,888.474578,35792.70338
1040,400 2009,3,2311.090939,134521.295389
1043,100 5007,1,608.02203,22354.065089
1044,100 5002,1,682.982663,20549.453686
1048,802 2010,2,647.936716,18987.073207
1049,802 3014,2,1325.432411,76460.19592
